stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id
18010,"Graham St & Reagan Dr",,35.274788,-80.810221,
18040,"Elizabeth Ave & Kings Dr",,35.218536,-80.832546,
18120,"Tryon St & 6th St",,35.228932,-80.840570,
18150,"Tryon St & 8th St",,35.230056,-80.838934,
18190,"Tryon St & Phifer Ave",,35.231255,-80.837260,
18300,"Tryon St & Wadsworth Pl",,35.235981,-80.831023,
18330,"Tryon St & Wadsworth Pl",,35.236041,-80.831181,
18370,"Tryon St & Dalton Ave",,35.237943,-80.828622,
18390,"Tryon St & Dalton Ave",,35.239103,-80.827267,
18400,"Tryon St & Dalton Ave",,35.239209,-80.826978,
18420,"Tryon St & Keswick Ave",,35.241011,-80.824683,
18430,"Tryon St & Keswick Ave",,35.241156,-80.824807,
18440,"Tryon St & 23rd St",,35.242015,-80.823752,
18450,"Tryon St & 24th St",,35.243173,-80.822170,
18460,"Tryon St & 23rd St",,35.242324,-80.823049,
18470,"Tryon St & 24th St",,35.243351,-80.822183,
18480,"Tryon St & 26th St",,35.245451,-80.819842,
18490,"Tryon St & 27th St",,35.245835,-80.819325,
18500,"Tryon St & 28th St",,35.247379,-80.817695,
18510,"Tryon St & 28th St",,35.246943,-80.818018,
18520,"Tryon St & 30th St",,35.249186,-80.815256,
18530,"Tryon St & 30th St",,35.249194,-80.815461,
18540,"Tryon St & 32nd St",,35.250590,-80.813154,
18550,"Tryon St & 32nd St",,35.250530,-80.813630,
18570,"Tryon St & Atando Ave",,35.251709,-80.810853,
18580,"Tryon St & 36th St",,35.252893,-80.807754,
18590,"Tryon St & 36th St",,35.253133,-80.807141,
18610,"Tryon St & Hilo Dr",,35.254311,-80.804050,
18620,"Tryon St & Hilo Dr",,35.254297,-80.803148,
18630,"Tryon St & Craighead Rd",,35.254764,-80.801520,
18640,"Tryon St & Craighead Rd",,35.255201,-80.799982,
18650,"Tryon St & Austin Dr",,35.267765,-80.768176,
18660,"Tryon St @ 4070",,35.256948,-80.797244,
18670,"Tryon St @ 4108",,35.257532,-80.796354,
18680,"Tryon St & Sugar Creek Rd",,35.257272,-80.796932,
18700,"Tryon St & Beechway Cir",,35.258382,-80.793258,
18720,"Tryon St & Wellingford St",,35.258496,-80.792026,
18730,"Tryon St & Mellow Dr",,35.258398,-80.788651,
18740,"Tryon St & Dorton St",,35.258181,-80.787725,
18750,"Tryon St & Bennett St",,35.258244,-80.785096,
18760,"Tryon St & Bennett St",,35.258036,-80.784335,
18770,"Tryon St & Bingham Dr",,35.258154,-80.782816,
18780,"Tryon St & Eastway Dr",,35.259390,-80.778022,
18790,"Tryon St & Lambeth Dr",,35.258091,-80.781351,
18800,"Tryon St & Eastway Dr",,35.258779,-80.778813,
18820,"Tryon St & Northchase Dr",,35.261942,-80.773789,
18840,"Tryon St & Old Concord Rd",,35.263282,-80.771942,
18860,"Tryon St & Orr Rd",,35.265911,-80.769044,
18890,"Tryon St  & Austin Dr",,35.266774,-80.769105,
18910,"Tryon St & Orchard Trace Ln",,35.281129,-80.765642,
18930,"Tryon St & Rocky River Rd",,35.288378,-80.758806,
18960,"Tryon St & University City Blvd",,35.292668,-80.755837,
19040,"Tryon St & JM Keynes Dr",,35.308300,-80.747484,
19060,"Tryon St & JM Keynes Dr",,35.307613,-80.748612,
19110,"Tryon St & Barton Creek Dr",,35.315413,-80.740488,
19120,"Tryon St @ 9528 (Hight Veterinary)",,35.316080,-80.739420,
19130,"N Tryon St @ Cookout",,35.317825,-80.738069,
19140,"Nations Ford Rd & Tryon St",,35.178080,-80.891129,
19160,"Nations Ford Rd & Marshall Air Dr",,35.171170,-80.890524,
19200,"Nations Ford Rd & Lone Pine Ln",,35.168775,-80.891840,
19210,"Nations Ford Rd & Tyvola Rd",,35.163497,-80.895399,
19230,"Nations Ford Rd & Tyvola Rd",,35.162638,-80.896058,
19240,"Nations Ford Rd & Sharview Cir",,35.161085,-80.896423,
19250,"Nations Ford Rd & Sharview Cir",,35.161257,-80.896310,
19260,"Nations Ford Rd & Glenrock Dr",,35.158614,-80.896844,
19270,"Nations Ford Rd & Echodale Dr",,35.156826,-80.897037,
19280,"Nations Ford Rd & Echodale Dr",,35.156897,-80.896925,
19290,"Nations Ford Rd @ EE Waddell High School",,35.154321,-80.897293,
19300,"Nations Ford Rd @ EE Waddell High School",,35.154316,-80.897430,
19310,"Nations Ford Rd & Regency Executive Park Dr",,35.152760,-80.897649,
19320,"Nations Ford Rd & Nations Dr",,35.150650,-80.897804,
19330,"Nations Ford Rd & Choyce Ave",,35.150177,-80.897485,
19340,"Nations Ford Rd & Red Roof Dr",,35.145503,-80.895683,
19350,"Nations Ford Rd & Farmhurst Dr",,35.145775,-80.895669,
19360,"Nations Ford Rd & Farmhurst Dr",,35.143176,-80.894598,
19370,"Nations Ford Rd & Forest Point Blvd",,35.143050,-80.894712,
19380,"Nations Ford Rd & Short Hills Dr",,35.141404,-80.894520,
19390,"Nations Ford Rd & Short Hills Dr",,35.141370,-80.894399,
19400,"Nations Ford Rd & Colony Acres Dr",,35.139207,-80.893713,
19410,"Nations Ford Rd & Deanna Ln",,35.140069,-80.893994,
19420,"Nations Ford Rd & Hilary Cir",,35.138598,-80.892996,
19430,"Nations Ford Rd & Huntsmoor Dr",,35.137687,-80.892376,
19440,"Nations Ford Rd & Huntsmoor Dr",,35.136905,-80.891920,
19530,"Cindy Ln & Belmar Place Rd",,35.286259,-80.828459,
19531,"Cindy Ln & Belmar Place Rd",,35.286131,-80.829287,
19535,"Cindy Ln & Statesville Rd",,35.284666,-80.833790,
19536,"Cindy Ln & Statesville Rd",,35.284452,-80.833737,
19560,"Nevin Rd & Spring Terrace Ln",,35.288203,-80.823145,
19570,"Nevin Rd & Spring Terrace Ln",,35.288329,-80.822638,
19622,"Erie St & LaSalle St",,35.260760,-80.845245,
19630,"Newland Rd & Irma St",,35.265207,-80.847599,
19640,"Newland Rd & Irma St",,35.265072,-80.847435,
19650,"Newland Rd & Holly St",,35.267252,-80.850105,
19660,"Newland Rd & Holly St",,35.267519,-80.850396,
19670,"Newland Rd & Gilbert St",,35.268137,-80.850775,
19740,"Nobles Ave & Leake St",,35.209532,-80.918458,
19800,"Nobles Ave @ 3100",,35.209456,-80.916103,
19810,"Nobles Ave & Leake St",,35.209789,-80.917809,
19835,"Nobles Ave & Holabird Ln",,35.209365,-80.914690,
19850,"Nobles Ave & Leake St",,35.209789,-80.917615,
19860,"Norris Ave & Catalina Ave",,35.251889,-80.819572,
19870,"Norris Ave & Catalina Ave",,35.251644,-80.819514,
19890,"Norris Ave & Isenhour St",,35.257541,-80.832482,
19900,"Norris Ave & Isenhour St",,35.257474,-80.832957,
19905,"Norris Ave & Statesville Ave",,35.257488,-80.834408,
19910,"Norris Ave & Statesville Ave",,35.257337,-80.835299,
19970,"Oaklawn Ave & Spring St",,35.245892,-80.837533,
19990,"Oaklawn Ave & Stroud Park Ct",,35.247005,-80.841160,
20010,"Oaklawn Ave & Burton St",,35.247689,-80.843196,
20030,"Oaklawn Ave & Andrill Ter",,35.248814,-80.847592,
20040,"Oaklawn Ave & Andrill Ter",,35.248566,-80.847513,
20050,"Oaklawn Ave & Blazer Dr",,35.250049,-80.849520,
20060,"Oaklawn Ave & Clifton St",,35.249912,-80.849500,
20070,"Oaklawn & Fairfield",,35.250570,-80.850765,
20080,"Oaklawn & Mulberry",,35.251170,-80.851575,
20281,"Morris Field Dr & CPCC Harris Campus Dr",,35.216492,-80.921332,
20282,"Morris Field Dr & Airport Center Pkwy",,35.216641,-80.921518,
20380,"Orange St & Sam Drenan Rd",,35.199140,-80.809578,
20400,"Orange St & Maxwell Ariel Ln",,35.200782,-80.808328,
20410,"Orange St & McVay St",,35.202217,-80.807158,
20430,"Aberdeen St & Whitehall Dr",,35.233638,-80.904929,
20480,"Park Rd & Worthington Ave",,35.204495,-80.851181,
20490,"Park Rd & Worthington Ave",,35.204693,-80.850854,
20520,"Park Rd & Ideal Way",,35.200925,-80.852272,
20530,"Park Rd & Ideal Way",,35.200888,-80.852177,
20540,"Park Rd & Charlotte Dr",,35.199340,-80.852078,
20550,"Park Rd & Charlotte Dr",,35.199593,-80.851985,
20560,"Park Rd & Ordermore Ave",,35.197685,-80.851709,
20570,"Park Rd & McDonald Ave",,35.197689,-80.851813,
20580,"Park Rd & Poindexter Dr",,35.191524,-80.853160,
20590,"Park Rd & Sunset Dr",,35.194007,-80.852060,
20600,"Park Rd & Salem Dr",,35.194241,-80.851802,
20630,"Park Rd & Poindexter Dr",,35.191467,-80.853095,
20640,"Park Rd & Marsh Rd",,35.187875,-80.853066,
20650,"Park Rd & Princeton Ave",,35.188662,-80.853014,
20660,"Park Rd & Marsh Rd",,35.186345,-80.852884,
20670,"Park Rd & Hampton Gardens Ln",,35.185415,-80.852760,
20680,"Park Rd & Park Slope Dr",,35.185226,-80.852906,
20690,"Park Rd @ 3420 (YWCA)",,35.183253,-80.852386,
20700,"Park Rd & Townes Rd",,35.183301,-80.852290,
20710,"Park Rd & Hillside Ave",,35.180714,-80.851434,
20720,"Park Rd & Hillside Ave",,35.179474,-80.851319,
20760,"Park Rd & Park Rd Shopping Center Dr",,35.175579,-80.850980,
20770,"Park Rd & Heather Ln",,35.174516,-80.851281,
20780,"Park Rd @ 4335",,35.172958,-80.851141,
20790,"Park Rd & Montford Dr",,35.171090,-80.851112,
20800,"Park Rd & Woodlawn Rd",,35.171328,-80.850947,
20820,"Park Rd & Mockingbird Ln",,35.168112,-80.850676,
20830,"Park Rd & Abbey Pl",,35.168706,-80.850616,
20840,"Park Rd & Mockingbird Ln",,35.167058,-80.850394,
20850,"Park Rd & Seneca Pl",,35.165861,-80.850508,
20860,"Park Rd & Seneca Pl",,35.164857,-80.850164,
20870,"Park Rd @ 4912",,35.163669,-80.849739,
20880,"Park Rd @ 4943",,35.163481,-80.849416,
20890,"Park Rd & Cortland Rd",,35.162094,-80.849161,
20900,"Park Rd @ Cielo Apts",,35.161804,-80.848933,
20910,"Park Rd & Selwyn Ave",,35.159198,-80.848600,
20920,"Park Rd & Scofield Rd",,35.155970,-80.848379,
20930,"Park Rd & Manning Dr",,35.157272,-80.848432,
20940,"Park Rd & Selwyn Ave",,35.159925,-80.848827,
20950,"Park Rd & Scofield Rd",,35.155805,-80.848191,
20970,"Park Rd & Tyvola Rd",,35.152150,-80.848751,
20980,"Park Rd & Closeburn Rd",,35.151169,-80.848715,
20990,"Park Rd @ Park Road Park",,35.147642,-80.849833,
21020,"Park Rd & Archdale Dr",,35.145830,-80.849755,
21060,"Park Rd & Old Reid Rd",,35.141765,-80.851062,
21080,"Park Rd & Northampton Dr",,35.139363,-80.852262,
21090,"Park Rd & Northampton Dr",,35.140018,-80.851899,
21100,"Park Rd & Park South Dr",,35.136995,-80.852937,
21110,"Park Rd & Park South Dr",,35.137109,-80.853027,
21120,"Park Rd & Huntington Farms Ln",,35.133831,-80.853568,
21135,"Park Rd & Barcan Ct",,35.132348,-80.853628,
21160,"Park Rd & Seth Thomas Rd",,35.129013,-80.854285,
21200,"Park Rd & Meeting St",,35.121394,-80.854680,
21210,"Park Rd & Meeting St",,35.121000,-80.854616,
21220,"Park Rd & Hamlin Park Dr",,35.115495,-80.856576,
21230,"Park Rd & Hamlin Park Dr",,35.115665,-80.856232,
21251,"Park Rd @ Southminister Retirement Dr",,35.110457,-80.857879,
21252,"Park Rd @ South Meck High School",,35.110616,-80.858084,
21260,"Park Rd & Arbor Pointe Dr",,35.107358,-80.858187,
21270,"Park Rd & Arbor Pointe Dr",,35.107848,-80.858148,
21280,"Park Rd & Birnen Dr",,35.103873,-80.857823,
21290,"Park Rd & Birnen Dr",,35.103825,-80.857571,
21300,"Park Rd & Park Crossing Dr",,35.099498,-80.859245,
21310,"Park Rd & Park Crossing Dr",,35.099411,-80.859022,
21320,"Park Rd & Plum Creek Ln",,35.096089,-80.860963,
21325,"Park Rd & Old Park Dr",,35.096157,-80.861165,
21330,"Park Rd & Park Cedar Dr",,35.095038,-80.865854,
21335,"Park Rd & Park Cedar Dr",,35.095089,-80.866099,
21340,"Park Rd & Willow Ridge Rd",,35.093520,-80.868180,
21345,"Park Rd & Willow Ridge Rd",,35.094359,-80.867819,
21350,"Park Rd @ Black Lion",,35.092485,-80.868663,
21355,"Park Rd @ CMC Pineville",,35.091191,-80.869658,
21360,"Park Rd & Hunter Ridge Dr",,35.088119,-80.870905,
21370,"Park Rd & Hunter Ridge Dr",,35.088228,-80.870712,
21380,"Park Rd & Osprey Dr",,35.086046,-80.869704,
21385,"Park Rd & Hunter Trail Ln",,35.085412,-80.868931,
21400,"Park Rd & Blue Heron Dr",,35.082517,-80.867972,
21403,"Park Rd & Blue Heron",,35.081787,-80.867758,
21405,"Park Rd & Tradewinds Ln",,35.079986,-80.867800,
21410,"Park Rd & Tradewinds Ln",,35.080232,-80.867846,
21420,"Park Rd & Camelback Cir",,35.078486,-80.868839,
21425,"Park Rd & Camelback Cir",,35.078412,-80.868794,
21426,"Park Rd @ Sam's Club",,35.076163,-80.874709,
21427,"Park Rd & I-485",,35.077211,-80.871267,
21428,"Park Rd & I-485",,35.077118,-80.871238,
21429,"Park Rd @ Sam's Club",,35.076068,-80.874667,
21511,"5th St & Cedar St",,35.234337,-80.849592,
21512,"5th St & Cedar St",,35.234119,-80.849641,
21513,"Salem Church Rd & Rozzelles Ferry Rd",,35.276316,-80.893927,
21560,"Parkwood Ave & Umstead St",,35.233120,-80.812550,
21570,"Parkwood Ave & Hawthorne Ln",,35.232960,-80.810902,
21580,"Parkwood Ave & Hawthorne Ln",,35.232769,-80.810479,
21590,"Parkwood Ave & Barry St",,35.232619,-80.809270,
21600,"Parkwood Ave & The Plaza",,35.232726,-80.808371,
21640,"Pegram St & Belmont Ave",,35.226857,-80.818911,
21650,"Pegram St & Belmont Ave",,35.226750,-80.818889,
21680,"Pegram St & 16th St",,35.227948,-80.817802,
21690,"Pegram St & 16th St",,35.228403,-80.817358,
21700,"Pegram St & 17th St",,35.229417,-80.816621,
21710,"Pegram St & 17th St",,35.229368,-80.816596,
21740,"Pegram St & Parkwood Ave",,35.232722,-80.814142,
21750,"Pegram St & 20th St",,35.232031,-80.814606,
21760,"Pegram St & 20th St",,35.232066,-80.814613,
21770,"Pegram St & Parkwood Ave",,35.233081,-80.813869,
21790,"Pence Rd & Holly Hill Rd",,35.222590,-80.704738,
21800,"Pence Rd & Viola Dr",,35.216970,-80.695341,
21805,"Pence Rd & Viola Dr",,35.216745,-80.695122,
21970,"Pressley Rd & Tryon St",,35.184460,-80.887491,
21990,"Pressley Rd & Charlotte Park Dr",,35.185646,-80.889336,
22000,"Pressley Rd & Charlotte Park Dr",,35.185881,-80.890110,
22030,"Pressley Rd & Stuart Andrew Blvd",,35.186600,-80.890928,
22040,"Pressley Rd @ 654",,35.187816,-80.891870,
22070,"Pressley Rd & Bishop Dr",,35.189339,-80.893064,
22080,"Pressley Rd & Bishop Dr",,35.189229,-80.893048,
22130,"Pressley Rd & Barringer Dr",,35.192816,-80.894949,
22150,"Pressley Rd & Rose Vine Pl",,35.194496,-80.894904,
22160,"Pressley Rd & Rose Vine Pl",,35.194481,-80.895009,
22190,"Providence Rd & Ardsley Rd",,35.202013,-80.825009,
22200,"Providence Rd & Altondale Ave",,35.200050,-80.825551,
22210,"Providence Rd & Ardsley Rd",,35.201734,-80.824943,
22220,"Providence Rd & Cottage Pl",,35.198806,-80.826076,
22230,"Providence Rd & Altondale Ave",,35.199607,-80.825612,
22240,"Providence Rd & Cottage Pl",,35.198609,-80.826018,
22250,"Providence Rd & Middleton Dr",,35.197752,-80.826370,
22260,"Providence Rd & Middleton Dr",,35.197916,-80.826444,
22270,"Providence Rd & Queens Rd",,35.195189,-80.826517,
22290,"Providence Rd & Queens Rd",,35.195290,-80.826703,
22300,"Providence Rd & Oxford Pl",,35.193573,-80.825396,
22310,"Providence Rd & Oxford Pl",,35.193333,-80.825113,
22320,"Providence Rd & Cherokee Rd",,35.192138,-80.824306,
22330,"Providence Rd & Portland Ave",,35.190280,-80.823287,
22340,"Providence Rd & Portland Ave",,35.189812,-80.822982,
22350,"Providence Rd & Beverly Dr",,35.187650,-80.822177,
22360,"Providence Rd & Beverly Dr",,35.187518,-80.822007,
22370,"Providence Rd & Scotland Ave",,35.184140,-80.820596,
22380,"Providence Rd & Hanson Dr",,35.184064,-80.820722,
22390,"Providence Rd & Vernon Dr",,35.182701,-80.819974,
22400,"Providence Rd & Pinewood Cir",,35.181901,-80.819779,
22410,"Providence Rd & Cassamia Pl",,35.180470,-80.819178,
22420,"Providence Rd & Harris Rd",,35.178914,-80.818514,
22430,"Providence Rd & Providence Dr",,35.179107,-80.818426,
22450,"Providence Rd & Wendover Rd",,35.176949,-80.816870,
22460,"Providence Rd & Vernon Dr",,35.175976,-80.815610,
22470,"Providence Rd & Andover Rd",,35.174831,-80.813700,
22480,"Providence Rd & Shoreham Dr",,35.174454,-80.813377,
22510,"Providence Rd & Sharon Amity Rd",,35.172107,-80.809684,
22520,"Providence Rd & Sharon Amity Rd",,35.172135,-80.809464,
22530,"Providence Rd & Brookridge Ln",,35.170141,-80.807058,
22540,"Providence Rd & Greentree Dr",,35.168535,-80.805029,
22550,"Providence Rd & Rutledge Ave",,35.167077,-80.804020,
22560,"Providence Rd & Westbury Rd",,35.168170,-80.804479,
22570,"Providence Rd & Cavendish Ct",,35.163231,-80.801713,
22580,"Providence Rd & Huntington Park Dr",,35.165035,-80.802797,
22590,"Providence Rd & Cloister Dr",,35.161336,-80.800586,
22600,"Providence Rd & Cavendish Ct",,35.162950,-80.801409,
22610,"Providence Rd & Strawberry Hill Dr",,35.157959,-80.798300,
22620,"Providence Rd & Meadowood Ln",,35.161409,-80.800478,
22630,"Providence Rd @ Camden Pinehurst Apts",,35.157091,-80.797351,
22640,"Providence Rd & Fairview Rd",,35.156222,-80.796471,
22650,"Providence Rd @ Camden Pinehurst Apts",,35.156942,-80.797059,
22660,"Providence Rd & Old Sardis Rd",,35.155391,-80.795593,
22670,"Providence Rd & Mammoth Oaks Dr",,35.152543,-80.793630,
22690,"Providence Rd & Provence Village Ln",,35.152048,-80.793646,
22710,"Providence Rd & Greylyn Dr",,35.149288,-80.791845,
22715,"Providence Rd & Shalom Park Dr",,35.146950,-80.790063,
22720,"Providence Rd & Creola Rd",,35.150117,-80.792318,
22730,"Providence Rd & Jefferson Dr",,35.148886,-80.791371,
22735,"Providence Rd & Shalom Park Dr",,35.147681,-80.790389,
22740,"Providence Rd & East Barden Rd",,35.145431,-80.788605,
22750,"Providence Rd & East Barden Rd",,35.145624,-80.788599,
22760,"Providence Rd & Pine Tree Dr",,35.143602,-80.786723,
22770,"Providence Rd & Old Farm Rd",,35.143089,-80.786453,
22780,"Providence Rd & Brockton Ln",,35.141862,-80.785583,
22800,"Providence Rd & Folger Dr",,35.141218,-80.785120,
22810,"Providence Rd & International Dr",,35.134762,-80.782520,
22820,"Providence Rd & Sardis Ln",,35.138321,-80.783859,
22840,"Providence Rd & International Dr",,35.135235,-80.782524,
22850,"Providence Rd @ Heatherwood Apts",,35.132561,-80.781606,
22860,"Providence Rd @ Heatherwood Apts",,35.132544,-80.781803,
22870,"Providence Rd & Summertree Ln",,35.126647,-80.781186,
22880,"Providence Rd & Summertree Ln",,35.126272,-80.780933,
22890,"Providence Rd & Outer Bridge Ln",,35.124156,-80.780703,
22900,"Providence Rd & Outer Bridge Ln",,35.123962,-80.780866,
22910,"Providence Rd & Hamilton Hill Rd",,35.122463,-80.780362,
22920,"Providence Rd & Lynbridge Dr",,35.122014,-80.780472,
22930,"Providence Rd & Alexander Rd",,35.115948,-80.779006,
22940,"Providence Rd & Rea Rd",,35.116336,-80.779348,
22950,"Providence Rd & Cedar Croft Dr",,35.114509,-80.778763,
22960,"Providence Rd & Cedar Croft Dr",,35.114215,-80.778914,
22970,"Providence Rd & Beverly Crest Blvd",,35.107844,-80.778604,
22980,"Providence Rd & Candlewyck Ln",,35.108634,-80.778682,
22990,"Providence Rd @ Arboretum Apts",,35.103988,-80.779029,
23000,"Providence Rd & Azalea Ridge Rd",,35.103872,-80.779227,
23010,"Providence Rd & Pineville-Matthews Rd",,35.101475,-80.778894,
23020,"Providence Rd & Pineville-Matthews Rd",,35.101269,-80.779110,
23030,"Walmart @ Arboretum",,35.097462,-80.783541,
23032,"Arboretum Cinemas Park & Ride",,35.099193,-80.780630,
23160,"Queens Rd & Edgehill Rd South",,35.201741,-80.832627,
23190,"Queens Rd & Ardsley Rd",,35.200591,-80.831479,
23240,"Queens Rd & Hopedale Ave",,35.196294,-80.827754,
23250,"Queens Rd @ Queens Towers Apts",,35.197294,-80.828513,
23260,"Queens Rd & Hopedale Ave",,35.196324,-80.828089,
23280,"Queens Rd & Pembroke Ave",,35.194483,-80.827966,
23310,"Queens Rd & Pembroke Ave",,35.194591,-80.827669,
23520,"Charlotte Douglas Airport (US Air Terminal)",,35.221117,-80.943078,
23590,"Randolph Rd & Caswell Rd",,35.210376,-80.824085,
23600,"Randolph Rd & Colonial Ave",,35.208945,-80.822717,
23610,"Randolph Rd & Colonial Ave",,35.208637,-80.822569,
23615,"Randolph Rd & Chase St",,35.207599,-80.821579,
23620,"Randolph Rd & Chase St",,35.207496,-80.821355,
23650,"Randolph Rd & Van Ness St",,35.205804,-80.819837,
23660,"Randolph Rd & Van Ness St",,35.205721,-80.819635,
23670,"Randolph Rd & Laurel Ave",,35.204848,-80.818842,
23680,"Randolph Rd & Laurel Ave",,35.203956,-80.818072,
23690,"Randolph Rd & Dotger Ave",,35.202851,-80.817019,
23700,"Randolph Rd & Dotger Ave",,35.202683,-80.816677,
23710,"Randolph Rd & Museum Plaza",,35.200297,-80.813762,
23720,"Randolph Rd & Cranbrook Ln",,35.200296,-80.813634,
23760,"Randolph Rd & Billingsley Rd",,35.191216,-80.810875,
23770,"Randolph Rd & Billingsley Rd",,35.191206,-80.811048,
23780,"Randolph Rd @ Randolph Park",,35.192913,-80.810966,
23790,"Randolph Rd & Wendwood Ln",,35.188117,-80.810083,
23800,"Randolph Rd & Meadowbrook Rd",,35.187818,-80.810056,
23860,"Randolph Rd & Canterbury Rd",,35.182358,-80.806142,
23910,"Randolph Rd & Canterbury Rd",,35.181870,-80.805532,
23940,"Randolph Rd & Cheltenham Rd",,35.179517,-80.803020,
23960,"Randolph Rd & Woodlark Ln",,35.179429,-80.802646,
23980,"Randolph Rd & Sharon Amity Rd",,35.174628,-80.797814,
23990,"Randolph Rd & Greenwich Rd",,35.178038,-80.800658,
23991,"Randolph Rd & Sam Drenan Rd",,35.198286,-80.810965,
24020,"Randolph Rd & Sharon Amity Rd",,35.176723,-80.799096,
24030,"Randolph Rd & Sharon Amity Rd",,35.176515,-80.798656,
24050,"Randolph Rd & Gaynor Rd",,35.174636,-80.797661,
24080,"Randolph Rd @ 4801",,35.171499,-80.796440,
24090,"Randolph Rd & Beckham Ct",,35.168785,-80.795497,
24110,"Randolph Rd & Hunter Ln",,35.168423,-80.795231,
24130,"Randolph Rd & Rembrandt Cir",,35.165843,-80.794274,
24150,"Randolph Rd & Willhaven Dr",,35.164083,-80.792502,
24160,"Randolph Rd & Shasta Ln",,35.163752,-80.791999,
24190,"Randolph Rd & Sardis Rd",,35.160764,-80.787432,
24280,"Rea Rd & Reacroft Dr",,35.103905,-80.807950,
24281,"Colony Rd & Wisley Blvd",,35.106523,-80.808235,
24282,"Colony Rd & Wisley Blvd",,35.106585,-80.808096,
24283,"Colony Rd & Abbotswood Dr",,35.114080,-80.804805,
24284,"Colony Rd & Abbotswood Dr",,35.114183,-80.804956,
24285,"Rea Rd & Reacroft Dr",,35.103775,-80.808193,
24286,"Colony Rd & Morrowick Rd",,35.119203,-80.807748,
24287,"Colony Rd & Morrowick Rd",,35.119442,-80.807962,
24290,"Rea Rd & Macandrew Dr",,35.100007,-80.808863,
24300,"Rea Rd & Carmel Estates Rd",,35.096827,-80.809615,
24315,"Rea Rd & Pineville-Matthews Rd",,35.086265,-80.812086,
24316,"Rea Rd & Pineville-Matthews Rd",,35.086301,-80.811863,
24320,"Rea Rd @ Calvary Park & Ride",,35.081935,-80.813474,
24330,"Rea Rd & Bevington Pl",,35.078366,-80.816507,
24340,"Rea Rd & Old Course Dr",,35.071279,-80.819251,
24350,"Rea Rd & Piper Glen Dr",,35.067162,-80.817795,
24360,"Rea Rd & Ballantyne Commons Pkwy",,35.059808,-80.812865,
24370,"Rea Rd & Piper Station Dr",,35.061197,-80.813481,
24470,"Remount Rd & Baltimore Ave",,35.206425,-80.870582,
24490,"Remount Rd & Tryon St",,35.206448,-80.870368,
24510,"Remount Rd & Brookhill Rd",,35.208554,-80.872944,
24520,"Remount Rd & Toomey Ave",,35.208791,-80.873429,
24530,"Remount & Barringer",,35.214418,-80.879378,
24560,"Remount Rd & Parker Dr",,35.220584,-80.883450,
24561,"Remount Rd & Parker Dr",,35.220520,-80.883245,
24580,"Rodman St & Burkland Dr",,35.195699,-80.804446,
24590,"Rodman St & Burkland Dr",,35.195734,-80.804450,
24600,"Rosa Parks Pl & Beatties Ford Rd",,35.273264,-80.855007,
24620,"Rose Thorn Pl & Pressley Rd",,35.195015,-80.894213,
24690,"Rowan St & Fair St",,35.257677,-80.892797,
24710,"Rowan St & Hoskins Rd",,35.257697,-80.895029,
24720,"5th and Martin st",,35.242096,-80.859356,
24730,"Rozzelles Ferry Rd & Trade St",,35.242263,-80.859794,
24760,"Rozzelles Ferry Rd & Lima Ave",,35.243478,-80.862107,
24770,"Rozzelles Ferry Rd & Lima Ave",,35.243615,-80.862472,
24800,"Rozzelles Ferry Rd & Turner Ave",,35.244818,-80.864670,
24810,"Rozzelles Ferry Rd & Turner Ave",,35.244857,-80.864986,
24820,"Rozzelles Ferry Rd & Gardener Ave",,35.245545,-80.866184,
24830,"Rozzelles Ferry Rd & Gardener Ave",,35.245472,-80.866239,
24840,"Rozzelles Ferry Rd & Smallwood Pl",,35.246125,-80.867370,
24850,"Rozzelles Ferry Rd & Smallwood Pl",,35.246360,-80.867994,
24860,"Rozzelles Ferry Rd & Zebulon Ave",,35.248063,-80.868962,
24870,"Rozzelles Ferry Rd & Zebulon Ave",,35.247859,-80.869011,
24880,"Rozzelles Ferry Rd & Judson Ave",,35.250460,-80.870176,
24890,"Rozzelles Ferry Rd & Judson Ave",,35.250340,-80.870301,
24905,"Rozzelles Ferry Rd @ 3020",,35.253412,-80.871708,
24920,"Rozzelles Ferry Rd & Coronet Way",,35.253893,-80.872262,
24940,"Rozzelles Ferry Rd & Norwood Dr",,35.255444,-80.874000,
24950,"Rozzelles Ferry Rd & Norwood Dr",,35.255379,-80.874109,
24955,"Rozzelles Ferry Rd @ 3245",,35.256412,-80.875375,
24960,"Rozzelles Ferry Rd & Lakewood Ave",,35.256460,-80.875286,
24970,"Rozzelles Ferry Rd & Oregon St",,35.257568,-80.876802,
25000,"Rozzelles Ferry Rd & Halsey St",,35.258465,-80.877923,
25010,"Rozzelles Ferry Rd & Lander St",,35.258223,-80.877679,
25020,"Rozzelles Ferry Rd & Honeywood Ave",,35.259868,-80.879085,
25030,"Rozzelles Ferry Rd & Dupree St",,35.259880,-80.879249,
25040,"Rozzelles Ferry Rd & Linwood Ave",,35.261755,-80.880732,
25050,"Rozzelles Ferry Rd & Linwood Ave",,35.262092,-80.881178,
25060,"Rozzelles Ferry Rd & Goff St",,35.263665,-80.882395,
25070,"Rozzelles Ferry Rd & Crigler St",,35.263482,-80.882343,
25080,"Rozzelles Ferry Rd & Hoskins Rd",,35.265652,-80.884251,
25090,"Rozzelles Ferry Rd & Hoskins Rd",,35.266084,-80.884481,
25120,"Rozzelles Ferry Rd & Manley St",,35.268919,-80.886839,
